,Video File,start,end,size
65,2016-04-15_0130_US_KCET_Newsline.mp4,1537550.0,1537800.0,768490.0
66,2016-04-15_0130_US_KCET_Newsline.mp4,1671370.0,1671540.0,258316.0
67,2016-04-15_0130_US_KCET_Newsline.mp4,301630.0,302060.0,258055.0
68,2016-04-15_0130_US_KCET_Newsline.mp4,620910.0,621350.0,391270.0
69,2016-04-15_0130_US_KCET_Newsline.mp4,640840.0,641220.0,80798.0
70,2016-04-15_0130_US_KCET_Newsline.mp4,961390.0,961780.0,163489.0
71,2016-04-15_0130_US_KCET_Newsline.mp4,1286250.0,1286640.0,155912.0
72,2016-04-15_0130_US_KCET_Newsline.mp4,1558469.0,1558829.0,322024.0
73,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,1000450.0,1000650.0,65347.0
74,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,1006510.0,1006840.0,179059.0
75,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,407200.0,407580.0,41368.0
76,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,710400.0,710699.0,409222.0
77,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,997700.0,998130.0,392464.0
78,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,1377190.0,1377420.0,157842.0
79,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,178900.0,179160.0,256167.0
80,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,188240.0,188530.0,264260.0
81,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,432520.0,432830.0,167284.0
82,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,681589.0,681909.0,112050.0
83,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,215480.0,215750.0,840148.0
84,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,242610.0,242940.0,604966.0
85,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,681910.0,682350.0,126913.0
86,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,37340.0,37530.0,570555.0
87,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,1700860.0,1701159.0,473990.0
88,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,40420.0,40650.0,130027.0
89,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,268020.0,268359.0,465618.0
90,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,294800.0,295040.0,201698.0
91,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,338750.0,339040.0,364947.0
92,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,358500.0,358730.0,274274.0
93,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,399050.0,399190.0,50606.0
94,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,731179.0,731459.0,781022.0
95,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,1403660.0,1403840.0,227050.0
96,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,1584650.0,1584830.0,220593.0
97,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,1588530.0,1588810.0,86085.0
98,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,1616210.0,1616450.0,525146.0
99,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,262360.0,262570.0,156291.0
100,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,1706900.0,1707130.0,213690.0
101,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,1709969.0,1710249.0,301069.0
102,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,208580.0,209030.0,136648.0
103,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,576320.0,576570.0,240664.0
104,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,638889.0,639169.0,50304.0
105,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,40.0,300.0,50551.0
106,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,45380.0,45570.0,283794.0
107,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,140049.0,140259.0,125021.0
108,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,192770.0,192990.0,40684.0
109,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,305959.0,306149.0,428357.0
110,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,342529.0,342669.0,68740.0
111,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,528610.0,528790.0,52099.0
112,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,690360.0,690590.0,112952.0
113,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,1027480.0,1027900.0,516758.0
114,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,1056099.0,1056269.0,277180.0
115,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,1073719.0,1073919.0,449333.0
116,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,1579799.0,1579969.0,67189.0
117,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,13540.0,13860.0,313522.0
118,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,402170.0,402590.0,196199.0
119,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,426929.0,427119.0,234021.0
120,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,483570.0,483760.0,56449.0
121,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,492570.0,492590.0,128469.0
122,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,499450.0,499719.0,163013.0
123,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,505020.0,505210.0,550462.0
124,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,13880.0,14390.0,344498.0
125,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,21120.0,21350.0,81579.0
126,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,496170.0,496350.0,376451.0
127,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,1038030.0,1038200.0,104992.0
128,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,1294529.0,1294759.0,149701.0
129,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,1628849.0,1629049.0,68833.0
130,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,1643280.0,1643690.0,108590.0
131,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,1659580.0,1659780.0,127093.0
132,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,1692670.0,1693050.0,92214.0
133,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,47540.0,47820.0,188989.0
134,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,142240.0,142530.0,201885.0
135,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,145860.0,146160.0,104912.0
136,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,146730.0,147040.0,141736.0
137,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,1579990.0,1580220.0,74595.0
138,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,1638080.0,1638340.0,60982.0
139,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,130500.0,130830.0,69809.0
140,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,136270.0,136510.0,395477.0
141,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,137580.0,137770.0,456388.0
142,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,187500.0,187730.0,224831.0
143,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,473590.0,473869.0,353750.0
144,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,485029.0,485299.0,105959.0
145,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,1608210.0,1608460.0,610308.0
146,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,193030.0,193420.0,59177.0
147,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,306960.0,307210.0,65274.0
148,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,318690.0,318940.0,259120.0
149,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,297760.0,298000.0,374418.0
150,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,316690.0,316940.0,208706.0
151,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,327390.0,327700.0,238270.0
152,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,328910.0,329360.0,84272.0
153,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,1280870.0,1281129.0,426500.0
154,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,352080.0,352250.0,44722.0
155,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,717020.0,717300.0,269856.0
156,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,1039849.0,1040019.0,152256.0
157,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,1055730.0,1056020.0,262760.0
158,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,360870.0,361090.0,74727.0
159,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,363330.0,363780.0,165299.0
160,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,782160.0,782469.0,717550.0
161,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,404030.0,404280.0,254949.0
162,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,437060.0,437240.0,595098.0
163,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,1683440.0,1683630.0,308601.0
164,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,1699070.0,1699270.0,378590.0
165,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,586280.0,586520.0,248488.0
166,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,699880.0,700150.0,482656.0
167,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,780800.0,781219.0,623493.0
